Type	Rank	Freq	Range	NormFreq	NormRange
emplearon métodos	43362	1	1	1.073	0.005
empleo cambios	43362	1	1	1.073	0.005
empleo y	43362	1	1	1.073	0.005
empleó luego	43362	1	1	1.073	0.005
empleó solo	43362	1	1	1.073	0.005
empresa canadiense	43362	1	1	1.073	0.005
empresa en	43362	1	1	1.073	0.005
empresa no	43362	1	1	1.073	0.005
empresa realizara	43362	1	1	1.073	0.005
empresa trató	43362	1	1	1.073	0.005
empresas comercializan	43362	1	1	1.073	0.005
empresas no	43362	1	1	1.073	0.005
empuje para	43362	1	1	1.073	0.005
en abril	43362	1	1	1.073	0.005
en absoluto	43362	1	1	1.073	0.005
en activo	43362	1	1	1.073	0.005
en acupuntos	43362	1	1	1.073	0.005
en adelante	43362	1	1	1.073	0.005
en adenocarcinoma	43362	1	1	1.073	0.005
en aerosol	43362	1	1	1.073	0.005
en al	43362	1	1	1.073	0.005
en alemán	43362	1	1	1.073	0.005
en algo	43362	1	1	1.073	0.005
en alguna	43362	1	1	1.073	0.005
en algún	43362	1	1	1.073	0.005
en alquitrán	43362	1	1	1.073	0.005
en altas	43362	1	1	1.073	0.005
en américa	43362	1	1	1.073	0.005
en anillo	43362	1	1	1.073	0.005
en análisis	43362	1	1	1.073	0.005
en aromaterapia	43362	1	1	1.073	0.005
en asegurar	43362	1	1	1.073	0.005
en aserraderos	43362	1	1	1.073	0.005
en aspectos	43362	1	1	1.073	0.005
en austria	43362	1	1	1.073	0.005
en avión	43362	1	1	1.073	0.005
en años	43362	1	1	1.073	0.005
en blancos	43362	1	1	1.073	0.005
en brazos	43362	1	1	1.073	0.005
en buen	43362	1	1	1.073	0.005
en calcio	43362	1	1	1.073	0.005
en calor	43362	1	1	1.073	0.005
en calorías	43362	1	1	1.073	0.005
en camas	43362	1	1	1.073	0.005
en camino	43362	1	1	1.073	0.005
en cantidad	43362	1	1	1.073	0.005
en cianuro	43362	1	1	1.073	0.005
en cierta	43362	1	1	1.073	0.005
en climas	43362	1	1	1.073	0.005
en coagularse	43362	1	1	1.073	0.005
en comida	43362	1	1	1.073	0.005
en comprimidos	43362	1	1	1.073	0.005
en comunidades	43362	1	1	1.073	0.005
en conflicto	43362	1	1	1.073	0.005
en conjunto	43362	1	1	1.073	0.005
en consideración	43362	1	1	1.073	0.005
en contraste	43362	1	1	1.073	0.005
en control	43362	1	1	1.073	0.005
en corto	43362	1	1	1.073	0.005
en crema	43362	1	1	1.073	0.005
en cremas	43362	1	1	1.073	0.005
en cuestión	43362	1	1	1.073	0.005
en círculos	43362	1	1	1.073	0.005
en cómo	43362	1	1	1.073	0.005
en del	43362	1	1	1.073	0.005
en determinados	43362	1	1	1.073	0.005
en diez	43362	1	1	1.073	0.005
en dios	43362	1	1	1.073	0.005
en distintas	43362	1	1	1.073	0.005
en distintos	43362	1	1	1.073	0.005
en dolor	43362	1	1	1.073	0.005
en duda	43362	1	1	1.073	0.005
en ella	43362	1	1	1.073	0.005
en ello	43362	1	1	1.073	0.005
en ellos	43362	1	1	1.073	0.005
en enfermedades	43362	1	1	1.073	0.005
en ensayo	43362	1	1	1.073	0.005
en equipos	43362	1	1	1.073	0.005
en escasas	43362	1	1	1.073	0.005
en esos	43362	1	1	1.073	0.005
en españa	43362	1	1	1.073	0.005
en español	43362	1	1	1.073	0.005
en estado	43362	1	1	1.073	0.005
en esto	43362	1	1	1.073	0.005
en experimentos	43362	1	1	1.073	0.005
en fijar	43362	1	1	1.073	0.005
en fotografías	43362	1	1	1.073	0.005
en francés	43362	1	1	1.073	0.005
en frente	43362	1	1	1.073	0.005
en fresa	43362	1	1	1.073	0.005
en fumadores	43362	1	1	1.073	0.005
en fórmulas	43362	1	1	1.073	0.005
en grano	43362	1	1	1.073	0.005
en hierro	43362	1	1	1.073	0.005
en horas	43362	1	1	1.073	0.005
en hungría	43362	1	1	1.073	0.005
en igvh	43362	1	1	1.073	0.005
en impedir	43362	1	1	1.073	0.005
en indiana	43362	1	1	1.073	0.005
en infección	43362	1	1	1.073	0.005
en informes	43362	1	1	1.073	0.005
en internet	43362	1	1	1.073	0.005
en investigaciones	43362	1	1	1.073	0.005
en ir	43362	1	1	1.073	0.005
en james	43362	1	1	1.073	0.005
en jóvenes	43362	1	1	1.073	0.005
en lactosa	43362	1	1	1.073	0.005
en linfoblasto	43362	1	1	1.073	0.005
en litro	43362	1	1	1.073	0.005
en lma	43362	1	1	1.073	0.005
en líquido	43362	1	1	1.073	0.005
en manzanos	43362	1	1	1.073	0.005
en mayores	43362	1	1	1.073	0.005
en medicamentos	43362	1	1	1.073	0.005
en medicare	43362	1	1	1.073	0.005
en medicina	43362	1	1	1.073	0.005
en metal	43362	1	1	1.073	0.005
en microscopios	43362	1	1	1.073	0.005
en mielocitos	43362	1	1	1.073	0.005
en milagros	43362	1	1	1.073	0.005
en miles	43362	1	1	1.073	0.005
en miniatura	43362	1	1	1.073	0.005
en minutos	43362	1	1	1.073	0.005
en mortales	43362	1	1	1.073	0.005
en múltiples	43362	1	1	1.073	0.005
en nivel	43362	1	1	1.073	0.005
en notificó	43362	1	1	1.073	0.005
en nuestros	43362	1	1	1.073	0.005
en nueva	43362	1	1	1.073	0.005
en obtuvo	43362	1	1	1.073	0.005
en ocho	43362	1	1	1.073	0.005
en oleadas	43362	1	1	1.073	0.005
en olmos	43362	1	1	1.073	0.005
en ontario	43362	1	1	1.073	0.005
en palabras	43362	1	1	1.073	0.005
en para	43362	1	1	1.073	0.005
en parches	43362	1	1	1.073	0.005
en pastillas	43362	1	1	1.073	0.005
en pequeñas	43362	1	1	1.073	0.005
en periódicos	43362	1	1	1.073	0.005
en pero	43362	1	1	1.073	0.005
en perros	43362	1	1	1.073	0.005
en pesadillas	43362	1	1	1.073	0.005
en pinos	43362	1	1	1.073	0.005
en poco	43362	1	1	1.073	0.005
en pocos	43362	1	1	1.073	0.005
en polifenoles	43362	1	1	1.073	0.005
en porque	43362	1	1	1.073	0.005
en proteger	43362	1	1	1.073	0.005
en puntos	43362	1	1	1.073	0.005
en puré	43362	1	1	1.073	0.005
en píldora	43362	1	1	1.073	0.005
en público	43362	1	1	1.073	0.005
en quienes	43362	1	1	1.073	0.005
en raras	43362	1	1	1.073	0.005
en rb	43362	1	1	1.073	0.005
en recidiva	43362	1	1	1.073	0.005
en recién	43362	1	1	1.073	0.005
en recorrer	43362	1	1	1.073	0.005
en recuperarse	43362	1	1	1.073	0.005
en relación	43362	1	1	1.073	0.005
en resolver	43362	1	1	1.073	0.005
en revisiones	43362	1	1	1.073	0.005
en robles	43362	1	1	1.073	0.005
en rojo	43362	1	1	1.073	0.005
en rusia	43362	1	1	1.073	0.005
en sanar	43362	1	1	1.073	0.005
en secciones	43362	1	1	1.073	0.005
en secreto	43362	1	1	1.073	0.005
en segmentos	43362	1	1	1.073	0.005
en seguida	43362	1	1	1.073	0.005
en ser	43362	1	1	1.073	0.005
en señales	43362	1	1	1.073	0.005
en si	43362	1	1	1.073	0.005
en silencio	43362	1	1	1.073	0.005
en situaciones	43362	1	1	1.073	0.005
en sobre	43362	1	1	1.073	0.005
en solo	43362	1	1	1.073	0.005
en subgrupos	43362	1	1	1.073	0.005
en subtipos	43362	1	1	1.073	0.005
en suicidarse	43362	1	1	1.073	0.005
en sumarios	43362	1	1	1.073	0.005
en suspender	43362	1	1	1.073	0.005
en suspendió	43362	1	1	1.073	0.005
en tabletas	43362	1	1	1.073	0.005
en tamaño	43362	1	1	1.073	0.005
en tasas	43362	1	1	1.073	0.005
en tejido	43362	1	1	1.073	0.005
en teoría	43362	1	1	1.073	0.005
en teratomas	43362	1	1	1.073	0.005
en tiempo	43362	1	1	1.073	0.005
en tiramina	43362	1	1	1.073	0.005
en toda	43362	1	1	1.073	0.005
en tomar	43362	1	1	1.073	0.005
en torno	43362	1	1	1.073	0.005
en tp	43362	1	1	1.073	0.005
en trastornos	43362	1	1	1.073	0.005
en troncos	43362	1	1	1.073	0.005
en tubos	43362	1	1	1.073	0.005
en té	43362	1	1	1.073	0.005
en vacunas	43362	1	1	1.073	0.005
en vela	43362	1	1	1.073	0.005
en vista	43362	1	1	1.073	0.005
en volver	43362	1	1	1.073	0.005
en zonas	43362	1	1	1.073	0.005
en zyflamend	43362	1	1	1.073	0.005
en ácidos	43362	1	1	1.073	0.005
enana americana	43362	1	1	1.073	0.005
encarar el	43362	1	1	1.073	0.005
encarnadas e	43362	1	1	1.073	0.005
encefálica los	43362	1	1	1.073	0.005
encefálicas si	43362	1	1	1.073	0.005
encefálico a	43362	1	1	1.073	0.005
encefálico afecta	43362	1	1	1.073	0.005
encefálico algunos	43362	1	1	1.073	0.005
encefálico anatomía	43362	1	1	1.073	0.005
encefálico ciertos	43362	1	1	1.073	0.005
encefálico en	43362	1	1	1.073	0.005
encefálico estos	43362	1	1	1.073	0.005
encefálico está	43362	1	1	1.073	0.005
encefálico focales	43362	1	1	1.073	0.005
encefálico gpid	43362	1	1	1.073	0.005
encefálico habitualmente	43362	1	1	1.073	0.005
encefálico incluye	43362	1	1	1.073	0.005
encefálico infantiles	43362	1	1	1.073	0.005
encefálico intrínseco	43362	1	1	1.073	0.005
encefálico o	43362	1	1	1.073	0.005
encefálico parte	43362	1	1	1.073	0.005
encefálico que	43362	1	1	1.073	0.005
encefálico raete	43362	1	1	1.073	0.005
encefálico rapidez	43362	1	1	1.073	0.005
encefálico recidivante	43362	1	1	1.073	0.005
encefálico sano	43362	1	1	1.073	0.005
encefálico si	43362	1	1	1.073	0.005
encefálicos se	43362	1	1	1.073	0.005
enchapado en	43362	1	1	1.073	0.005
encima algunas	43362	1	1	1.073	0.005
encima b	43362	1	1	1.073	0.005
encogen y	43362	1	1	1.073	0.005
encogerse para	43362	1	1	1.073	0.005
encojer el	43362	1	1	1.073	0.005
encontrado cierto	43362	1	1	1.073	0.005
encontrado cánceres	43362	1	1	1.073	0.005
encontrado muy	43362	1	1	1.073	0.005
encontrado más	43362	1	1	1.073	0.005
encontrado si	43362	1	1	1.073	0.005
encontrando importancia	43362	1	1	1.073	0.005
encontrar antes	43362	1	1	1.073	0.005
encontrar apoyo	43362	1	1	1.073	0.005
encontrar cualquier	43362	1	1	1.073	0.005
encontrar cuando	43362	1	1	1.073	0.005
encontrar cuáles	43362	1	1	1.073	0.005
encontrar cánceres	43362	1	1	1.073	0.005
encontrar de	43362	1	1	1.073	0.005
encontrar maneras	43362	1	1	1.073	0.005
encontrar muchas	43362	1	1	1.073	0.005
encontrar mutaciones	43362	1	1	1.073	0.005
encontrar personalmente	43362	1	1	1.073	0.005
encontrar posibles	43362	1	1	1.073	0.005
encontrar primero	43362	1	1	1.073	0.005
encontrar que	43362	1	1	1.073	0.005
encontrar si	43362	1	1	1.073	0.005
encontrar son	43362	1	1	1.073	0.005
encontrar tiempo	43362	1	1	1.073	0.005
encontrar útil	43362	1	1	1.073	0.005
encontrarlo en	43362	1	1	1.073	0.005
encontrarlo para	43362	1	1	1.073	0.005
encontraron algunos	43362	1	1	1.073	0.005
encontraron dos	43362	1	1	1.073	0.005
encontraron el	43362	1	1	1.073	0.005
encontraron ensayos	43362	1	1	1.073	0.005
encontraron ingredientes	43362	1	1	1.073	0.005
encontraron pocos	43362	1	1	1.073	0.005
encontraron que	43362	1	1	1.073	0.005
encontraron relaciones	43362	1	1	1.073	0.005
encontraron tres	43362	1	1	1.073	0.005
encontraron valores	43362	1	1	1.073	0.005
encontró células	43362	1	1	1.073	0.005
encontró des	43362	1	1	1.073	0.005
encontró diferencias	43362	1	1	1.073	0.005
encontró disminución	43362	1	1	1.073	0.005
encontró pocas	43362	1	1	1.073	0.005
encontró por	43362	1	1	1.073	0.005
encontró relación	43362	1	1	1.073	0.005
encontró solamente	43362	1	1	1.073	0.005
encontró un	43362	1	1	1.073	0.005
encorafenib binimetinib	43362	1	1	1.073	0.005
encorafenib solos	43362	1	1	1.073	0.005
encorafenib y	43362	1	1	1.073	0.005
encorvada hable	43362	1	1	1.073	0.005
encorvada o	43362	1	1	1.073	0.005
encuentra adn	43362	1	1	1.073	0.005
encuentra algo	43362	1	1	1.073	0.005
encuentra alguna	43362	1	1	1.073	0.005
encuentra cerca	43362	1	1	1.073	0.005
encuentra debajo	43362	1	1	1.073	0.005
encuentra después	43362	1	1	1.073	0.005
encuentra entre	43362	1	1	1.073	0.005
encuentra exactamente	43362	1	1	1.073	0.005
encuentra fase	43362	1	1	1.073	0.005
encuentra hcl	43362	1	1	1.073	0.005
encuentra justo	43362	1	1	1.073	0.005
encuentra leucoplasia	43362	1	1	1.073	0.005
encuentra lo	43362	1	1	1.073	0.005
encuentra los	43362	1	1	1.073	0.005
encuentra mediante	43362	1	1	1.073	0.005
encuentra mientras	43362	1	1	1.073	0.005
encuentra más	43362	1	1	1.073	0.005
encuentra no	43362	1	1	1.073	0.005
encuentra normalmente	43362	1	1	1.073	0.005
encuentra por	43362	1	1	1.073	0.005
encuentra sdh	43362	1	1	1.073	0.005
encuentra terapia	43362	1	1	1.073	0.005
encuentra uno	43362	1	1	1.073	0.005
encuentran a	43362	1	1	1.073	0.005
encuentran adelante	43362	1	1	1.073	0.005
encuentran algunas	43362	1	1	1.073	0.005
encuentran anticuerpos	43362	1	1	1.073	0.005
encuentran cambios	43362	1	1	1.073	0.005
encuentran cantidades	43362	1	1	1.073	0.005
encuentran ciertos	43362	1	1	1.073	0.005
encuentran cánceres	43362	1	1	1.073	0.005
encuentran delante	43362	1	1	1.073	0.005
encuentran disponibles	43362	1	1	1.073	0.005
encuentran fuera	43362	1	1	1.073	0.005
encuentran glóbulos	43362	1	1	1.073	0.005
encuentran la	43362	1	1	1.073	0.005
encuentran mayor	43362	1	1	1.073	0.005
encuentran mediante	43362	1	1	1.073	0.005
encuentran muchas	43362	1	1	1.073	0.005
encuentran o	43362	1	1	1.073	0.005
encuentran poco	43362	1	1	1.073	0.005
encuentran que	43362	1	1	1.073	0.005
encuentran tegi	43362	1	1	1.073	0.005
encuentran un	43362	1	1	1.073	0.005
encuentran y	43362	1	1	1.073	0.005
encuentre actividades	43362	1	1	1.073	0.005
encuentre cuando	43362	1	1	1.073	0.005
encuentre más	43362	1	1	1.073	0.005
encuentren las	43362	1	1	1.073	0.005
encuentren tumores	43362	1	1	1.073	0.005
encuestas y	43362	1	1	1.073	0.005
encéfalo además	43362	1	1	1.073	0.005
encéfalo afecta	43362	1	1	1.073	0.005
encéfalo afectada	43362	1	1	1.073	0.005
encéfalo afecte	43362	1	1	1.073	0.005
encéfalo al	43362	1	1	1.073	0.005
encéfalo alcanzan	43362	1	1	1.073	0.005
encéfalo algunas	43362	1	1	1.073	0.005
encéfalo aunque	43362	1	1	1.073	0.005
encéfalo cabeza	43362	1	1	1.073	0.005
encéfalo carcinoma	43362	1	1	1.073	0.005
encéfalo cirugía	43362	1	1	1.073	0.005
encéfalo comenzaron	43362	1	1	1.073	0.005
encéfalo conectada	43362	1	1	1.073	0.005
encéfalo crisis	43362	1	1	1.073	0.005
encéfalo cáncer	43362	1	1	1.073	0.005
encéfalo dado	43362	1	1	1.073	0.005
encéfalo dentro	43362	1	1	1.073	0.005
encéfalo dos	43362	1	1	1.073	0.005
encéfalo especialmente	43362	1	1	1.073	0.005
encéfalo estar	43362	1	1	1.073	0.005
encéfalo estas	43362	1	1	1.073	0.005
encéfalo estimulación	43362	1	1	1.073	0.005
encéfalo están	43362	1	1	1.073	0.005
encéfalo hasta	43362	1	1	1.073	0.005
encéfalo imagen	43362	1	1	1.073	0.005
encéfalo imágenes	43362	1	1	1.073	0.005
encéfalo incluyen	43362	1	1	1.073	0.005
encéfalo infantil	43362	1	1	1.073	0.005
encéfalo inmunoterapia	43362	1	1	1.073	0.005
encéfalo interpreta	43362	1	1	1.073	0.005
encéfalo irradiación	43362	1	1	1.073	0.005
encéfalo lesión	43362	1	1	1.073	0.005
encéfalo llamados	43362	1	1	1.073	0.005
encéfalo llenos	43362	1	1	1.073	0.005
encéfalo metastásicos	43362	1	1	1.073	0.005
encéfalo muestra	43362	1	1	1.073	0.005
encéfalo muy	43362	1	1	1.073	0.005
encéfalo médula	43362	1	1	1.073	0.005
encéfalo nci	43362	1	1	1.073	0.005
encéfalo neurofibromatosis	43362	1	1	1.073	0.005
encéfalo ni	43362	1	1	1.073	0.005
encéfalo ojo	43362	1	1	1.073	0.005
encéfalo padecer	43362	1	1	1.073	0.005
encéfalo pero	43362	1	1	1.073	0.005
encéfalo primario	43362	1	1	1.073	0.005
encéfalo problemas	43362	1	1	1.073	0.005
encéfalo procedimiento	43362	1	1	1.073	0.005
encéfalo provienen	43362	1	1	1.073	0.005
encéfalo pueden	43362	1	1	1.073	0.005
encéfalo radiocirugía	43362	1	1	1.073	0.005
encéfalo raros	43362	1	1	1.073	0.005
encéfalo recidivó	43362	1	1	1.073	0.005
encéfalo reducen	43362	1	1	1.073	0.005
encéfalo seguida	43362	1	1	1.073	0.005
encéfalo sobrevivientes	43362	1	1	1.073	0.005
encéfalo sostienen	43362	1	1	1.073	0.005
encéfalo suele	43362	1	1	1.073	0.005
encéfalo sufre	43362	1	1	1.073	0.005
encéfalo tal	43362	1	1	1.073	0.005
encéfalo terapia	43362	1	1	1.073	0.005
encéfalo tiene	43362	1	1	1.073	0.005
encéfalo trastornos	43362	1	1	1.073	0.005
encéfalo ubicada	43362	1	1	1.073	0.005
encéfalo ubicado	43362	1	1	1.073	0.005
encéfalo una	43362	1	1	1.073	0.005
encéfalo volvió	43362	1	1	1.073	0.005
encéfalo xeroderma	43362	1	1	1.073	0.005
encía el	43362	1	1	1.073	0.005
encías a	43362	1	1	1.073	0.005
encías cambios	43362	1	1	1.073	0.005
encías con	43362	1	1	1.073	0.005
encías de	43362	1	1	1.073	0.005
encías dentaduras	43362	1	1	1.073	0.005
encías deterioro	43362	1	1	1.073	0.005
encías doloridas	43362	1	1	1.073	0.005
encías enjuagar	43362	1	1	1.073	0.005
encías enjuague	43362	1	1	1.073	0.005
encías este	43362	1	1	1.073	0.005
encías glándulas	43362	1	1	1.073	0.005
encías inflamadas	43362	1	1	1.073	0.005
encías limpias	43362	1	1	1.073	0.005
encías que	43362	1	1	1.073	0.005
endeudamiento declaración	43362	1	1	1.073	0.005
endoanal o	43362	1	1	1.073	0.005
endocervical procedimiento	43362	1	1	1.073	0.005
endocrina principal	43362	1	1	1.073	0.005
endocrino consulte	43362	1	1	1.073	0.005
endocrino el	43362	1	1	1.073	0.005
endocrino está	43362	1	1	1.073	0.005
endocrino funcionando	43362	1	1	1.073	0.005
endocrino hay	43362	1	1	1.073	0.005
endocrino los	43362	1	1	1.073	0.005
endocrino o	43362	1	1	1.073	0.005
endocrino ojos	43362	1	1	1.073	0.005
endocrino para	43362	1	1	1.073	0.005
endocrino puntos	43362	1	1	1.073	0.005
endocrino y	43362	1	1	1.073	0.005
endocrinos de	43362	1	1	1.073	0.005
endocrinólogo neurólogo	43362	1	1	1.073	0.005
endoecografía ciertos	43362	1	1	1.073	0.005
endoecografía el	43362	1	1	1.073	0.005
endoecografía endoscopia	43362	1	1	1.073	0.005
endoecografía gammagrafía	43362	1	1	1.073	0.005
endoecografía la	43362	1	1	1.073	0.005
endoecografía laparoscopia	43362	1	1	1.073	0.005
endoluminal o	43362	1	1	1.073	0.005
endoluminal para	43362	1	1	1.073	0.005
endometrial biopsia	43362	1	1	1.073	0.005
endometrial es	43362	1	1	1.073	0.005
endometrial examen	43362	1	1	1.073	0.005
endometrio afecta	43362	1	1	1.073	0.005
endometrio al	43362	1	1	1.073	0.005
endometrio algunos	43362	1	1	1.073	0.005
endometrio anticonceptivos	43362	1	1	1.073	0.005
endometrio aumenta	43362	1	1	1.073	0.005
endometrio ciertos	43362	1	1	1.073	0.005
endometrio comienza	43362	1	1	1.073	0.005
endometrio consumir	43362	1	1	1.073	0.005
endometrio dado	43362	1	1	1.073	0.005
endometrio derrame	43362	1	1	1.073	0.005
endometrio después	43362	1	1	1.073	0.005
endometrio dura	43362	1	1	1.073	0.005
endometrio ecografía	43362	1	1	1.073	0.005
endometrio este	43362	1	1	1.073	0.005
endometrio esto	43362	1	1	1.073	0.005
endometrio están	43362	1	1	1.073	0.005
endometrio evitar	43362	1	1	1.073	0.005
endometrio exámenes	43362	1	1	1.073	0.005
endometrio factores	43362	1	1	1.073	0.005
endometrio incomodidad	43362	1	1	1.073	0.005
endometrio información	43362	1	1	1.073	0.005
endometrio mediante	43362	1	1	1.073	0.005
endometrio menopausia	43362	1	1	1.073	0.005
endometrio metastásico	43362	1	1	1.073	0.005
endometrio pero	43362	1	1	1.073	0.005
endometrio pruebas	43362	1	1	1.073	0.005
endometrio pueden	43362	1	1	1.073	0.005
endometrio pérdida	43362	1	1	1.073	0.005
endometrio recidivante	43362	1	1	1.073	0.005
endometrio suele	43362	1	1	1.073	0.005
endometrio sus	43362	1	1	1.073	0.005
endometrio tamoxifeno	43362	1	1	1.073	0.005
endometrio tener	43362	1	1	1.073	0.005
endometrio terapia	43362	1	1	1.073	0.005
endometrio tratamiento	43362	1	1	1.073	0.005
endometrio tumor	43362	1	1	1.073	0.005
endometrio un	43362	1	1	1.073	0.005
endometriosis ecografía	43362	1	1	1.073	0.005
endometriosis las	43362	1	1	1.073	0.005
endometriosis los	43362	1	1	1.073	0.005
endometriosis presentan	43362	1	1	1.073	0.005
endometriosis terapia	43362	1	1	1.073	0.005
endoprótesis cirugía	43362	1	1	1.073	0.005
endoprótesis desde	43362	1	1	1.073	0.005
endoprótesis endoscópica	43362	1	1	1.073	0.005
endoprótesis pase	43362	1	1	1.073	0.005
endoprótesis que	43362	1	1	1.073	0.005
endorrectal para	43362	1	1	1.073	0.005
endoscopia a	43362	1	1	1.073	0.005
endoscopia capsular	43362	1	1	1.073	0.005
endoscopia de	43362	1	1	1.073	0.005
endoscopia endoscopia	43362	1	1	1.073	0.005
endoscopia lleva	43362	1	1	1.073	0.005
endoscopia nasal	43362	1	1	1.073	0.005
endoscopia para	43362	1	1	1.073	0.005
endoscopia se	43362	1	1	1.073	0.005
endoscopia sigmoidoscopia	43362	1	1	1.073	0.005
endoscopio como	43362	1	1	1.073	0.005
endoscopio criocirugía	43362	1	1	1.073	0.005
endoscopio e	43362	1	1	1.073	0.005
endoscopio electrocauterización	43362	1	1	1.073	0.005
endoscopio flexible	43362	1	1	1.073	0.005
endoscopio instrumento	43362	1	1	1.073	0.005
endoscopio la	43362	1	1	1.073	0.005
endoscopio observación	43362	1	1	1.073	0.005
endoscopio también	43362	1	1	1.073	0.005
endoscópica cirugía	43362	1	1	1.073	0.005
endoscópica para	43362	1	1	1.073	0.005
endoscópica realice	43362	1	1	1.073	0.005
endoscópica recuento	43362	1	1	1.073	0.005
endoscópica tipo	43362	1	1	1.073	0.005
endoscópica y	43362	1	1	1.073	0.005
endovaginal se	43362	1	1	1.073	0.005
endurecida en	43362	1	1	1.073	0.005
endurecimiento empieza	43362	1	1	1.073	0.005
endurecimiento puede	43362	1	1	1.073	0.005
endémico esporádico	43362	1	1	1.073	0.005
endémico por	43362	1	1	1.073	0.005
enema el	43362	1	1	1.073	0.005
enema en	43362	1	1	1.073	0.005
enema la	43362	1	1	1.073	0.005
enema los	43362	1	1	1.073	0.005
enema líquido	43362	1	1	1.073	0.005
enemas afecciones	43362	1	1	1.073	0.005
enemas en	43362	1	1	1.073	0.005
enemas ensanchan	43362	1	1	1.073	0.005
enemas o	43362	1	1	1.073	0.005
enemas pueden	43362	1	1	1.073	0.005
enemas solo	43362	1	1	1.073	0.005
energía adicional	43362	1	1	1.073	0.005
energía alta	43362	1	1	1.073	0.005
energía apetito	43362	1	1	1.073	0.005
energía calientan	43362	1	1	1.073	0.005
energía cirugía	43362	1	1	1.073	0.005
energía combate	43362	1	1	1.073	0.005
energía crisis	43362	1	1	1.073	0.005
energía dual	43362	1	1	1.073	0.005
energía ecografía	43362	1	1	1.073	0.005
energía este	43362	1	1	1.073	0.005
energía esto	43362	1	1	1.073	0.005
energía está	43362	1	1	1.073	0.005
energía física	43362	1	1	1.073	0.005
energía o	43362	1	1	1.073	0.005
energía problemas	43362	1	1	1.073	0.005
energía proteínas	43362	1	1	1.073	0.005
energía pérdida	43362	1	1	1.073	0.005
energía sensibilidad	43362	1	1	1.073	0.005
energía sentimientos	43362	1	1	1.073	0.005
energía similares	43362	1	1	1.073	0.005
energía sus	43362	1	1	1.073	0.005
energía vital	43362	1	1	1.073	0.005
enfermaban de	43362	1	1	1.073	0.005
